trial_frame,frame,x1,y1,x2,y2,score,label,trial
S201T1_frame_00000001.jpg,1,892.4507301732115,498.0036083020662,1406.7658996582031,1066.5147881758842,0.1221,tool,S201T1
S201T1_frame_00000001.jpg,1,910.2346801757812,460.2033213565224,1384.2275679738896,1035.1961095709548,0.1762,muscle,S201T1
S201T1_frame_00000001.jpg,1,392.3452437551398,453.2422015541478,841.2833284076892,916.4773057636462,0.0538,muscle,S201T1
S201T1_frame_00000001.jpg,1,910.2534003006784,486.7047761615954,1385.1609962864927,1054.3527061060854,0.5034000000000001,suction,S201T1
S201T1_frame_00000001.jpg,1,396.1981923956621,505.9140481446919,830.490393387644,865.3337302960848,0.6175999999999999,tool,S201T1
S201T1_frame_00000001.jpg,1,676.5729964406868,10.99596525493421,1250.7633650930302,491.6377318532843,0.0765,grasper,S201T1
S201T1_frame_00000001.jpg,1,910.0504664370887,509.4897119622482,1378.31687525699,1024.7138515271638,0.7544,drill,S201T1
S201T1_frame_00000001.jpg,1,676.5729964406868,10.99596525493421,1250.7633650930302,491.6377318532843,0.0899,suction,S201T1
S201T1_frame_00000001.jpg,1,386.7160516036185,514.380831467478,824.8364579050165,863.1911117152164,0.9865,drill,S201T1
S201T1_frame_00000002.jpg,2,732.1041147332443,2.298919778121145,1356.544309917249,436.7308691928262,0.3553,suction,S201T1
S201T1_frame_00000002.jpg,2,730.940648129112,6.852300543534128,1358.5323293585525,473.0115147640831,0.4422,grasper,S201T1
S201T1_frame_00000002.jpg,2,930.2762242367394,445.3619404842979,1491.4289052862869,953.0319635491622,0.5025999999999999,tool,S201T1
S201T1_frame_00000002.jpg,2,963.1899141010485,416.0350498400237,1480.2477143940173,964.5004975168329,0.5974,muscle,S201T1
S201T1_frame_00000002.jpg,2,385.1484760485198,503.048018405312,912.5711541426808,980.0717474284927,0.8412999999999999,tool,S201T1
S201T1_frame_00000002.jpg,2,940.748122365851,438.1928945842543,1507.5631954795435,950.86038388704,0.9365,drill,S201T1
S201T1_frame_00000002.jpg,2,385.1484760485198,503.048018405312,912.5711541426808,980.0717474284927,0.9846,drill,S201T1
S201T1_frame_00000003.jpg,3,771.2805055317126,0.0,1096.6764871697678,296.0567875912315,0.1114,grasper,S201T1
S201T1_frame_00000003.jpg,3,772.8979411878084,0.0,1094.9657640959088,295.92737750003215,0.5634,suction,S201T1
S201T1_frame_00000003.jpg,3,387.78314690840875,476.68232415851793,846.1581501207854,819.5913219451904,0.6362,tool,S201T1
S201T1_frame_00000003.jpg,3,385.4860406172903,445.4490260074013,859.1136330052427,859.0126117907072,0.0872,muscle,S201T1
S201T1_frame_00000003.jpg,3,387.78314690840875,476.68232415851793,846.1581501207854,819.5913219451904,0.9848,drill,S201T1
S201T1_frame_00000004.jpg,4,498.1389095908717,132.53490548384818,768.8098465768915,387.9939500909103,0.1914,tool,S201T1
S201T1_frame_00000004.jpg,4,498.1389095908717,132.53490548384818,768.8098465768915,387.9939500909103,0.3591,drill,S201T1
S201T1_frame_00000004.jpg,4,658.1509479723479,0.0,1317.0632533023231,335.0608996341103,0.0501999999999999,muscle,S201T1
S201T1_frame_00000004.jpg,4,420.6753700657895,179.61991460699784,728.3542351973683,524.4374235052811,0.0584,tool,S201T1
S201T1_frame_00000004.jpg,4,641.4151081285979,29.06053944637901,1310.2999155144944,359.96794449655636,0.0608,drill,S201T1
S201T1_frame_00000004.jpg,4,420.6753700657895,179.61991460699784,728.3542351973683,524.4374235052811,0.0803999999999999,drill,S201T1
S201T1_frame_00000004.jpg,4,506.58421566611844,148.4953478762978,749.5918675472864,375.6070096869218,0.0973,muscle,S201T1
S201T1_frame_00000005.jpg,5,883.1414553993627,0.0,1400.993258827611,435.5135415729724,0.1433,suction,S201T1
S201T1_frame_00000005.jpg,5,713.5507001374897,0.0,1050.7844021445826,293.51089577925836,0.5101,suction,S201T1
S201T1_frame_00000005.jpg,5,498.5237924676193,562.9135558479711,1012.7221599378083,1056.4118159444708,0.773,tool,S201T1
S201T1_frame_00000005.jpg,5,498.5237924676193,562.9135558479711,1012.7221599378083,1056.4118159444708,0.8275,drill,S201T1
S201T1_frame_00000005.jpg,5,883.4912109375001,0.7242403532329359,1407.6832339638158,412.8476534391705,0.0917,grasper,S201T1
S201T1_frame_00000006.jpg,6,659.1415003726356,497.67147867303146,1138.5561892860815,1102.4529286434777,0.1789,muscle,S201T1
S201T1_frame_00000006.jpg,6,829.1193670975533,0.0,1289.7362558465256,336.10000208804485,0.4171,grasper,S201T1
S201T1_frame_00000006.jpg,6,641.9041924727591,524.2039027966952,1150.328473542866,1087.6669211136668,0.7009000000000001,tool,S201T1
S201T1_frame_00000006.jpg,6,814.5071411132812,0.0,1293.7102468390212,380.7025743785657,0.7199,suction,S201T1
S201T1_frame_00000006.jpg,6,641.9041924727591,524.2039027966952,1150.328473542866,1087.6669211136668,0.9304,drill,S201T1
S201T1_frame_00000007.jpg,7,768.0639327199837,551.6719316181384,1213.289505807977,1101.1441100271124,0.1716,muscle,S201T1
S201T1_frame_00000007.jpg,7,765.0147929944491,590.7339798776727,1193.3882060803865,1093.1767634341593,0.7106999999999999,tool,S201T1
S201T1_frame_00000007.jpg,7,765.0147929944491,590.7339798776727,1193.3882060803865,1093.1767634341593,0.8467,drill,S201T1
S201T1_frame_00000007.jpg,7,836.4567405299135,4.07451077511436,1436.725953754626,431.811903401425,0.9898,suction,S201T1
S201T1_frame_00000008.jpg,8,845.6721737510279,6.670826359799034,1446.1173127826892,495.70494099667195,0.9712,suction,S201T1
S201T1_frame_00000009.jpg,9,814.2925945081209,12.773011860094572,1450.6817707262542,472.12807303980776,0.9667,suction,S201T1
S201T1_frame_00000010.jpg,10,867.780183490954,0.0,1386.5499717310856,438.6677380612022,0.9865,suction,S201T1
S201T1_frame_00000011.jpg,11,852.5583367598684,4.109018727352745,1325.6329024465458,408.0936587484259,0.1559,grasper,S201T1
S201T1_frame_00000011.jpg,11,847.6414971602591,0.0,1334.853684274774,424.4192655462968,0.7493000000000001,suction,S201T1
S201T1_frame_00000012.jpg,12,818.1964512875205,0.0,1272.558264481394,333.70292713767606,0.4535,grasper,S201T1
S201T1_frame_00000012.jpg,12,813.896628931949,0.0,1263.2834183542354,380.689360969945,0.5817,suction,S201T1
S201T1_frame_00000013.jpg,13,806.4657030607525,0.0,1290.5120929918792,324.1825374804045,0.7862,suction,S201T1
S201T1_frame_00000014.jpg,14,785.4493994461862,0.0,1180.6201292339126,418.212487070184,0.9533,suction,S201T1
