trial_frame,frame,x1,y1,x2,y2,score,label
1_V001AC_0000026.png,26,410.62939167022705,235.04478484392166,559.3974590301514,361.6741821169853,0.235,cautery
1_V001AC_0000026.png,26,412.66243904829025,230.69925606250763,558.7791875004768,373.8182634115219,0.2421,grasper
1_V001AC_0000027.png,27,420.76101899147034,221.36660665273666,564.9748146533966,419.8041334748268,0.8136,cautery
1_V001AC_0000028.png,28,433.26444923877716,229.8467457294464,560.5897158384323,425.91026425361633,0.8533,cautery
1_V001AC_0000029.png,29,430.37695437669754,230.3093671798706,559.3929812312126,431.4342141151428,0.9815999999999999,cautery
1_V001AC_0000031.png,31,415.1669666171074,244.14478987455368,545.1042130589485,418.08993369340897,0.0565,cautery
1_V001AC_0000032.png,32,426.4802932739258,230.57114332914352,558.9470267295837,417.08166152238846,0.8492000000000001,cautery
1_V001AC_0000033.png,33,431.410051882267,231.2881350517273,558.4596022963524,414.80690240859985,0.9384999999999999,cautery
1_V001AC_0000034.png,34,439.3671564757824,233.3241105079651,554.8721738159657,416.9415235519409,0.9573999999999999,cautery
1_V001AC_0000035.png,35,451.4176473021507,233.2262620329857,560.8792677521706,426.37941986322403,0.9632,cautery
1_V001AC_0000036.png,36,440.4938817024231,229.67197000980377,555.6196570396423,425.20152032375336,0.9365000000000001,cautery
1_V001AC_0000037.png,37,440.6355582177639,228.07305306196213,554.9759902060032,416.2984564900398,0.9295,cautery
1_V001AC_0000038.png,38,440.37872925400734,223.7865850329399,556.0045801103115,421.90683633089066,0.9481999999999999,cautery
1_V001AC_0000039.png,39,453.1292989850044,230.60045391321182,557.3927089571953,427.926741540432,0.848,cautery
1_V001AC_0000040.png,40,424.0100234746933,234.4294786453247,562.7945214509964,431.36686086654663,0.9158,cautery
1_V001AC_0000041.png,41,451.43380761146545,231.09417408704758,561.4192187786102,434.25358086824417,0.9467,cautery
1_V001AC_0000042.png,42,453.29882204532623,232.439324259758,559.082493185997,423.34772646427155,0.9325,cautery
1_V001AC_0000043.png,43,438.0603954195976,235.53075641393661,556.2812760472298,425.35481601953506,0.9626,cautery
1_V001AC_0000044.png,44,426.1438921093941,234.50084030628204,558.1982061266899,425.52362382411957,0.9383,cautery
1_V001AC_0000045.png,45,430.03013730049133,243.94282698631287,555.2671253681183,413.1219685077667,0.5429999999999999,cautery
1_V001AC_0000046.png,46,449.7532621026039,232.04394429922104,568.0375322699547,428.9091005921364,0.8589,cautery
1_V001AC_0000047.png,47,437.8184825181961,233.1959456205368,555.6925982236862,422.19866812229156,0.8948,cautery
1_V001AC_0000048.png,48,438.59710916876793,230.64491152763367,556.1011768877506,427.0522892475128,0.7816,cautery
1_V001AC_0000049.png,49,430.2602596580982,231.12495243549347,554.0743283927441,426.19894444942474,0.8651000000000001,cautery
1_V001AC_0000050.png,50,446.1241289973259,232.45882242918015,570.9648802876472,420.23784667253494,0.22690000000000002,cautery
1_V001AC_0000052.png,52,423.711359500885,242.96923726797104,550.0954389572144,412.49028593301773,0.066,cautery
1_V001AC_0000053.png,53,443.21519136428833,232.25519061088562,571.1193680763245,420.1293885707855,0.5375,cautery
1_V001AC_0000054.png,54,431.1838299036026,232.34199732542038,561.0611885786057,425.5452826619148,0.7825,cautery
1_V001AC_0000055.png,55,448.1120929121971,233.1409752368927,565.1620998978615,423.1376349925995,0.6355,cautery
1_V001AC_0000056.png,56,429.79709804058075,232.94629156589508,561.4370256662369,426.38973891735077,0.6727,cautery
1_V001AC_0000057.png,57,429.99132722616196,237.01132833957672,556.4550533890724,425.58030784130096,0.6847,cautery
1_V001AC_0000058.png,58,449.3074528872967,233.63205045461655,563.4249337017536,423.4893098473549,0.8812000000000001,cautery
1_V001AC_0000059.png,59,416.56485199928284,225.14377534389496,566.9976770877838,420.44712603092194,0.8299,cautery
1_V001AC_0000060.png,60,450.374785810709,232.81440883874893,560.7308708131313,414.0002951025963,0.9228000000000001,cautery
1_V001AC_0000061.png,61,420.99350690841675,240.63187092542648,556.4144849777222,407.81260281801224,0.4936,cautery
1_V001AC_0000062.png,62,415.5786633491516,242.87422746419907,547.9011535644531,402.26874500513077,0.3069,cautery
1_V001AC_0000063.png,63,439.3291473388672,226.78278386592865,583.5227966308594,430.39877712726593,0.3532,cautery
1_V001AC_0000064.png,64,427.59693413972855,236.11261695623398,567.2219917178154,413.73971849679947,0.056100000000000004,grasper
1_V001AC_0000064.png,64,418.9981520175934,227.74361819028854,570.0654685497284,427.8569892048836,0.56,cautery
1_V001AC_0000065.png,65,424.47981238365173,225.88220238685608,549.7357547283173,423.48596453666687,0.1226,cautery
1_V001AC_0000065.png,65,424.0390881896019,235.69712042808533,557.410754263401,412.4394357204437,0.163,grasper
1_V001AC_0000066.png,66,425.778403878212,238.81758004426956,551.9107431173325,429.7485873103142,0.8391,cautery
1_V001AC_0000067.png,67,413.2566675543785,227.23441570997238,552.3497834801674,436.25903874635696,0.099,cautery
1_V001AC_0000068.png,68,433.9500330388546,230.61290383338928,548.9513017237186,382.8129470348358,0.6815000000000001,cautery
1_V001AC_0000069.png,69,413.71893137693405,228.73884439468384,555.6806996464729,438.5110139846802,0.2636,cautery
1_V001AC_0000070.png,70,450.8099965751171,226.87113285064697,563.4264536201954,425.45366287231445,0.3458,cautery
1_V001AC_0000071.png,71,428.7479519844055,249.57513064146042,564.9794936180115,414.61343318223953,0.473,cautery
1_V001AC_0000072.png,72,430.22678047418594,225.89552402496338,542.871855199337,386.7200016975403,0.5168,cautery
1_V001AC_0000073.png,73,429.7669753432274,223.60745072364807,558.2642927765846,426.5347421169281,0.1469,grasper
1_V001AC_0000073.png,73,430.9900365769863,227.4431511759758,547.5171841681004,381.00046664476395,0.5487,cautery
1_V001AC_0000074.png,74,440.3815567493439,234.5760613679886,575.5880773067474,421.1432784795761,0.6034,cautery
1_V001AC_0000075.png,75,452.0249739289284,229.02873903512955,563.261590898037,428.98645251989365,0.1697,cautery
1_V001AC_0000075.png,75,428.15932631492615,234.00931060314178,558.6256086826324,414.8557335138321,0.07980000000000001,grasper
1_V001AC_0000076.png,76,426.0973334312439,225.93393921852112,561.7840886116028,427.6079833507538,0.5336,cautery
1_V001AC_0000077.png,77,431.36025220155716,234.50102657079697,561.6992637515068,417.03418642282486,0.10640000000000001,grasper
1_V001AC_0000077.png,77,428.6118969321251,225.53322464227676,557.9345598816872,427.5600537657738,0.638,cautery
